frame_id,steering_angle
1477439607475182080,1
1477439479857357525,1
1477439605274873636,1
1477439490658791439,1
1477439603324569449,2
1477439731042544947,1
1477439459004415238,1
1477439404746670677,1
1477439462554799641,1
1477439475556694005,2
1477439484257914762,2
1477439465155156444,2
1477439591223010511,2
1477439497409675363,2
1477439404796781174,1
1477439680535538317,1
1477439622177251814,2
1477439481457514677,1
1477439584772033498,2
1477439727942312744,1
1477439419148718149,2
1477439413597900135,1
1477439493109074633,2
1477439530664384484,2
1477439582671738946,1
1477439532464694989,1
1477439519462865558,1
1477439636379244015,1
1477439598023973620,1
1477439425999723859,1
1477439539965734977,1
1477439617076645503,1
1477439487808396685,1
1477439621727237696,1
1477439513161897643,1
1477439672884383369,1
1477439448452821815,0
1477439663483052789,1
1477439480257330265,1
1477439409997433369,2
1477439681985655858,1
1477439500710219387,2
1477439521163094931,1
1477439552017488846,2
1477439491858906056,1
1477439431750542719,1
1477439428700046062,1
1477439466055329401,2
1477439725591920925,1
1477439617226651347,2
1477439711939942193,3
1477439618226810839,2
1477439446702512376,1
1477439569119779032,2
1477439682235905696,1
1477439615976550746,1
1477439702838541326,2
1477439471806152539,2
1477439466105324480,2
1477439631628633029,2
1477439416148384421,1
1477439595673584162,1
1477439723441437143,1
1477439444802366681,2
1477439673284439049,1
1477439689236735775,1
1477439681385612535,1
1477439489508642353,1
1477439664533198332,1
1477439640629915267,1
1477439618376715663,2
1477439471956181588,2
1477439509811441390,1
1477439647180875722,1
1477439423649336225,0
1477439670234170734,1
1477439601124479520,2
1477439641029980450,1
1477439727992289218,1
1477439689386764427,1
1477439627227953829,2
1477439704788880639,2
1477439508961332313,1
1477439651081367323,2
1477439691787169398,1
1477439672934386664,1
1477439521462945408,1
1477439485858260041,1
1477439730392443549,1
1477439712940067028,2
1477439696887605794,2
1477439681935863450,1
1477439567869607346,0
1477439638379529026,2
1477439724891662170,1
1477439609077263032,2
1477439607975354500,1
1477439610925650398,2
1477439417698566837,2
1477439578421284496,1
1477439529014170822,2
1477439456653983973,0
1477439454253660879,1
1477439504460735298,1
1477439488308436477,2
1477439585322166439,2
1477439695887576276,1
1477439587722426892,2
1477439550717253672,1
1477439515412228500,3
1477439504910758454,1
1477439484407925637,1
1477439641080097984,1
1477439544166625722,1
1477439608925508748,2
1477439578271048171,1
1477439489408626380,1
1477439443102190750,2
1477439637329444007,1
1477439707139173519,2
1477439552317425503,2
1477439545616600402,1
1477439409247352427,1
1477439439551685373,1
1477439404046566602,1
1477439570219944459,2
1477439428950132520,1
1477439579821343219,1
1477439661882946454,0
1477439619126820648,2
1477439722441291201,2
1477439643980556227,1
1477439684736046913,2
1477439613176131079,2
1477439488558610232,1
1477439522163255281,1
1477439568869743549,2
1477439731442789435,2
1477439712790049400,3
1477439444402358914,2
1477439550517219203,1
1477439611125801023,1
1477439465005147574,2
1477439405546827183,1
1477439431000452595,1
1477439656882126612,0
1477439461354680558,1
1477439564119271685,2
1477439667083688146,1
1477439725341763324,2
1477439695587597652,1
1477439575270571029,2
1477439669734048469,1
1477439631428595332,2
1477439565519328387,2
1477439551267386592,2
1477439560318551782,2
1477439451453248694,1
1477439626977934917,3
1477439673334439113,1
1477439525163512376,2
1477439575720909799,1
1477439439751782903,1
1477439433902596616,2
1477439435050987870,1
1477439625077686320,1
1477439510711577327,2
1477439586172204696,2
1477439517662651662,2
1477439720091000586,1
1477439691737271088,2
1477439540615763542,1
1477439474006409077,1
1477439456404162015,0
1477439611275702636,2
1477439593673270507,2
1477439583421854829,1
1477439729242295315,2
1477439659583321187,0
1477439613926049085,1
1477439581021894573,1
1477439617576606086,2
1477439440151689350,1
1477439644180336559,2
1477439708739359512,2
1477439621277123162,1
1477439429000076049,1
1477439527513966589,2
1477439701038326538,2
1477439504160676420,1
1477439630328433787,2
1477439659332649292,1
1477439446652651861,2
1477439518812708779,1
1477439529364238467,2
1477439476206717114,1
1477439518762764632,1
1477439596323610926,2
1477439606375018566,2
1477439413998012092,2
1477439708889499154,2
1477439622127242319,2
1477439633229030190,2
1477439696737910200,1
1477439444852360193,2
1477439512111782733,1
1477439722241317986,1
1477439572570348537,2
1477439624777680897,1
1477439703688686739,1
1477439704939004920,1
1477439626528102889,2
1477439536165267796,2
1477439622327457237,2
1477439610475789144,2
1477439514962236442,3
1477439662383000881,0
1477439592323174306,2
1477439522413278451,2
1477439414148068969,1
1477439693837315473,1
1477439606775207386,1
1477439629428265712,2
1477439490259648183,1
1477439626177818873,2
1477439589772827374,1
1477439511061618084,1
1477439676034793050,1
1477439731192525669,1
1477439578771263561,2
1477439678585796165,1
1477439540165763290,1
1477439474106416154,1
1477439649731228983,1
1477439459504363139,1
1477439601024327944,2
1477439405646854013,1
1477439623577549668,1
1477439643480313059,2
1477439545916634810,1
1477439512961893699,1
1477439681235586166,1
1477439467605535766,2
1477439569019764259,2
1477439627377981817,2
1477439694787495053,3
1477439497559726406,2
1477439637679494644,1
1477439486908273090,1
1477439662483014619,0
1477439525263616522,2
1477439614276214548,1
1477439642580148847,1
1477439704038761186,1
1477439435251029657,2
1477439442151942680,1
1477439696837826405,2
1477439570870079339,2
1477439549617068619,1
1477439626878050428,1
1477439637529439148,2
1477439637779508602,2
1477439405746905383,1
1477439432000565193,0
1477439578721114719,2
1477439693537327070,1
1477439688786600123,0
1477439482107746180,1
1477439522313249576,2
1477439717340644895,2
1477439567819747445,0
1477439566969495012,1
1477439490108680426,1
1477439677085200777,2
1477439500360148630,1
1477439447552929809,0
1477439602674708237,1
1477439639179641083,1
1477439502960467477,2
1477439455203697934,1
1477439503010551089,1
1477439535115116935,2
1477439674534784644,2
1477439609425440654,2
1477439541865967706,2
1477439618276702614,2
1477439667533811304,1
1477439688886607517,0
1477439418099138592,2
1477439662232896267,0
1477439426499909556,1
1477439584822051272,2
1477439416448430878,2
1477439528464123331,2
1477439523213363090,1
1477439692887264122,3
1477439664583315959,1
1477439403546737008,1
1477439580871435487,1
1477439508261265372,1
1477439480708961167,1
1477439690636825037,1
1477439575520824887,1
1477439671184145194,2
1477439484757972453,1
1477439426549831203,1
1477439698738107250,1
1477439436351129574,1
1477439729342303120,1
1477439709539598185,4
1477439612625985249,1
1477439679035248484,1
1477439464305035404,2
1477439697587916623,1
1477439587572485419,2
1477439594223317860,2
1477439633878963694,2
1477439445052381702,2
1477439532364666455,1
1477439590472906764,1
1477439619326886945,2
1477439672784356911,1
1477439534965037413,2
1477439407297278540,0
1477439621377215548,1
1477439516112377666,1
1477439690336925135,1
1477439508111391284,1
1477439552617462464,2
1477439607875354491,1
1477439476407009532,1
1477439483257688466,1
1477439698988042999,3
1477439609825543486,2
1477439717290561987,2
1477439539265523458,2
1477439585372073577,2
1477439714540413394,2
1477439457804112980,1
1477439599474056845,1
1477439692387322654,1
1477439457154040920,1
1477439509511390422,1
1477439515212199872,2
1477439684286016092,3
1477439557418130474,2
1477439467855644469,2
1477439463405212101,1
1477439690736903072,1
1477439525413696322,2
1477439636229258385,1
1477439693737307688,1
1477439574620802751,1
1477439517612401008,1
1477439446902549785,0
1477439573020343794,1
1477439424949725932,1
1477439512011742446,1
1477439433700708894,2
1477439581471730554,1
1477439516662392809,2
1477439481607508987,2
1477439675234746666,2
1477439439601565621,1
1477439502510415954,2
1477439668883984482,1
1477439598924082755,1
1477439592373046676,2
1477439661832871455,0
1477439642880507733,1
1477439672834361724,1
1477439604374865256,1
1477439536415191935,2
1477439480857425622,1
1477439646230853089,2
1477439483657823766,2
1477439513111775861,1
1477439418348666818,2
1477439440301740971,1
1477439634379627791,2
1477439511511745352,1
1477439621777372173,1
1477439715340416080,2
1477439564969246669,0
1477439640879941238,1
1477439727041927300,1
1477439641529995524,1
1477439460404811359,2
1477439581171577765,1
1477439411697773100,2
1477439611775790440,2
1477439730192434631,1
1477439497959755887,1
1477439714740205280,2
1477439471406010164,2
1477439649231171966,1
1477439552467478825,2
1477439632428802133,2
1477439668233726604,0
1477439447352659493,1
1477439409497448297,1
1477439639129848060,1
1477439406246943695,1
1477439441402259661,2
1477439609725743714,2
1477439416098256863,1
1477439408847489682,1
1477439552217522814,2
1477439686036296268,1
1477439699639741286,1
1477439462004779763,2
1477439723791463388,1
1477439632128671095,1
1477439496609922765,2
1477439630728553648,2
1477439417248498945,1
1477439413748045391,1
1477439481257494303,1
1477439675434919592,2
1477439732342699820,1
1477439413848280345,1
1477439658182428439,1
1477439644080317472,2
1477439588622646352,2
1477439449152982385,0
1477439588472506277,1
1477439546966787787,1
1477439418598699918,2
1477439466505432016,2
1477439666333483274,1
1477439708589459011,3
1477439439851801347,1
1477439684686011314,2
1477439699538153216,1
1477439572470263900,2
1477439509861313310,1
1477439611075691704,1
1477439567069504167,2
1477439625727796986,1
1477439553517627486,2
1477439590272897438,1
1477439626677937781,4
1477439506010892049,2
1477439491058992218,1
1477439525013590222,2
1477439614326336605,1
1477439487508444687,1
1477439690886897561,2
1477439519162817356,1
1477439699188246012,1
1477439602074544163,2
1477439721741306278,1
1477439720791166420,2
1477439588122453096,1
1477439418998734226,1
1477439548266841338,1
1477439565969351703,3
1477439520262914308,1
1477439559518474095,3
1477439463954985092,1
1477439472056145867,2
1477439619726959072,2
1477439655181925109,0
1477439594673369001,2
1477439718140664897,2
1477439693189222804,1
1477439645980669002,1
1477439698437951318,1
1477439706789949065,2
1477439406146941417,1
1477439671084119819,1
1477439708939394263,2
1477439638829597339,2
1477439587172391920,2
1477439663183021038,0
1477439493159154955,2
1477439656482191053,0
1477439588822619439,2
1477439443202011459,2
1477439478107036955,1
1477439632628793861,2
1477439419498802103,2
1477439676184889655,1
1477439569469851484,2
1477439690386736739,1
1477439642530175691,1
1477439686836352235,1
1477439624027623282,2
1477439581771542421,1
1477439616226374814,1
1477439481757510796,2
1477439677935138747,1
1477439436001058813,2
1477439678235196219,1
1477439450853535497,1
1477439442702057802,1
1477439543666160804,1
1477439705588930472,2
1477439631728630553,2
1477439509411441609,1
1477439542215941043,1
1477439476856812781,1
1477439419248709611,2
1477439567369521144,1
1477439537865445329,1
1477439727191961350,1
1477439680835532449,1
1477439446002516906,1
1477439615426326871,1
1477439615226281211,2
1477439412947816696,1
1477439464655110022,2
1477439598723997425,1
1477439676934922005,4
1477439565069221679,2
1477439690836910922,2
1477439409297419241,1
1477439513712043437,0
1477439456553933224,0
1477439422449210662,1
1477439728342139461,1
1477439659382527206,2
1477439525513732326,2
1477439719490875499,2
1477439407247018091,1
1477439479757323435,2
1477439427449944767,1
1477439470155872557,0
1477439547066788664,1
1477439488608529353,1
1477439547866830302,1
1477439559568447249,3
1477439406846968100,1
1477439561368703786,2
1477439498609790743,2
1477439704088760192,2
1477439469106031535,2
1477439688536718599,1
1477439677235033346,1
1477439412597829874,1
1477439596723719285,2
1477439417548546307,2
1477439539615740601,2
1477439540915827627,2
1477439667383770728,1
1477439537765430303,1
1477439672684484007,1
1477439421199132230,1
1477439713340045664,2
1477439405196773413,1
1477439474156440518,1
1477439543866305533,1
1477439458904410252,1
1477439480657405323,1
1477439621677270775,1
1477439690236883785,1
1477439706289132547,1
1477439418798722761,2
1477439458754417224,1
1477439682285679871,1
1477439580821522460,1
1477439506360935660,1
1477439546766682291,1
1477439667183827711,0
1477439645680627895,2
1477439526963913031,2
1477439563318968436,1
1477439654081749604,1
1477439704388813274,1
1477439549417065546,1
1477439567119430480,1
1477439697037852946,2
1477439668633829599,0
1477439658382315838,1
1477439500960190891,2
1477439443052046177,2
1477439517462702599,1
1477439614376201587,1
1477439495459485224,1
1477439472356230154,2
1477439623777469710,2
1477439647630873829,1
1477439566169447122,1
1477439586123687466,1
1477439552917712339,2
1477439674034601466,3
1477439475206624323,1
1477439577771128915,1
1477439559868605378,3
1477439705438956263,2
1477439551517324156,1
1477439574670605543,2
1477439414198083033,2
1477439524313544828,2
1477439429550241512,2
1477439526913922055,2
1477439631678662609,2
1477439697737915351,1
1477439415398769926,1
1477439690187097750,1
1477439683235860706,1
1477439548566929554,1
1477439642380202257,1
1477439665733839990,1
1477439467505441818,2
1477439654681822998,0
1477439509711435268,1
1477439648781056891,1
1477439499059917507,2
1477439505560853445,1
1477439675384764706,2
1477439587322468962,2
1477439432650655845,2
1477439552117521139,2
1477439701938697994,2
1477439717990903034,2
1477439597573792210,1
1477439547416756001,1
1477439591922975450,2
1477439612175836335,1
1477439412197770321,2
1477439423749322339,1
1477439405696897975,1
1477439502860463166,2
1477439600524274622,2
1477439430050215057,2
1477439452703374779,1
1477439609875576852,3
1477439646480700631,1
1477439727242035534,1
1477439583171793851,1
1477439687886498313,1
1477439607075880743,1
1477439699288256971,2
1477439546066529041,1
1477439658532415825,1
1477439650431438451,1
1477439670934159345,1
1477439411647673691,1
1477439513061929435,1
1477439412547843894,2
1477439673834757683,2
1477439659832544121,0
1477439730692558940,1
1477439489158580941,1
1477439523563432070,2
1477439627077956077,2
1477439705988970403,1
1477439623277403655,1
1477439638679609690,1
1477439460704807081,1
1477439435901057405,2
1477439469005960018,2
1477439551067366925,2
1477439541265865767,2
1477439614426263920,1
1477439647930979628,1
1477439435551062321,2
1477439600024134907,1
1477439586372211741,1
1477439510961659785,1
1477439645180591103,2
1477439682635978026,1
1477439514862199279,3
1477439454305979335,1
1477439461954758494,2
1477439696787793941,2
1477439677535078340,2
1477439677335277509,1
1477439640329889407,1
1477439536665260996,1
1477439536315167028,2
1477439452503360774,1
1477439522363165428,2
1477439483307705283,1
1477439404996742690,1
1477439686486338736,1
1477439655231846831,3
1477439628028111988,2
1477439448052748134,1
1477439629728458775,2
1477439685536379446,1
1477439645080590293,2
1477439565469259219,2
1477439620227117897,1
1477439724691730577,1
1477439717140611422,2
1477439414998236095,2
1477439595573636036,1
1477439436101124591,2
1477439576020768800,1
1477439716740397235,2
1477439527614017891,2
1477439602624576399,1
1477439427550046141,1
1477439512661898648,1
1477439569169795018,2
1477439478707127499,1
1477439551568918382,2
1477439729942455642,1
1477439654482056652,0
1477439687686461302,1
1477439550067175460,1
1477439462104836796,2
1477439527914011133,2
1477439570419957698,2
1477439646780748332,2
1477439650681260307,1
1477439599524167782,1
1477439426300138235,1
1477439407347016362,1
1477439460804564536,2
1477439691837292936,1
1477439571870249164,1
1477439532764768370,1
1477439594423483552,1
1477439593373252391,2
1477439500060064627,3
1477439611425761271,2
1477439666283553756,1
1477439586772237969,2
1477439535615262501,2
1477439629828488575,2
1477439535965220892,2
1477439530114318532,2
1477439684636270874,2
1477439576270889769,1
1477439415698171652,2
1477439665433694631,1
1477439535215091054,2
1477439606175005226,2
1477439672134431986,1
1477439620327101768,1
1477439624527667444,2
1477439636879355123,2
1477439718540731766,2
1477439520362916628,1
1477439576570884982,1
1477439648280902363,1
1477439429950303755,2
1477439670784217868,0
1477439676335111775,2
1477439671584201292,1
1477439440701893367,2
1477439578071045118,1
1477439617426573556,2
1477439665133396036,1
1477439443002106173,2
1477439694887377038,2
1477439478857107659,1
1477439418248647653,2
1477439652081556105,1
1477439679785347439,1
1477439632930262156,2
1477439524463560766,2
1477439539165658086,1
1477439560468567499,2
1477439624127521575,2
1477439543816329592,1
1477439715790360066,2
1477439716990519364,2
1477439477857008713,0
1477439439401742183,1
1477439689136711451,1
1477439505860927905,1
1477439657182159514,1
1477439529164492428,2
1477439691937013182,2
1477439543766205383,1
1477439559018519663,3
1477439567519600802,3
1477439417298430176,1
1477439528364032977,2
1477439469455814779,1
1477439698688037973,1
1477439499610187985,2
1477439412347895025,2
1477439719140868631,2
1477439565769299470,2
1477439429150159970,1
1477439582621684784,1
1477439708139331482,2
1477439426049686068,1
1477439650481249180,1
1477439707939411447,2
1477439717842311801,2
1477439674434706668,3
1477439689686746052,1
1477439507711238240,1
1477439730992490861,1
1477439648731168023,1
1477439689586793582,1
1477439403896759600,0
1477439422399398159,1
1477439725141779886,1
1477439562268873699,2
1477439499510034670,2
1477439725642660178,2
1477439472556258323,2
1477439580971647607,1
1477439426449782822,1
1477439530014323741,2
1477439651731387680,1
1477439623227396142,1
1477439468105599034,1
1477439653681799280,1
1477439715690344944,2
1477439417498536620,1
1477439612925951094,1
1477439543966234006,1
1477439661682883077,0
1477439536915426586,2
1477439706139050452,2
1477439686336317290,1
1477439420149295134,1
1477439715940384891,2
1477439687636444079,1
1477439427749958316,1
1477439671334266052,1
1477439721191117811,2
1477439625177793599,2
1477439495909520568,1
1477439496909745564,2
1477439670734120659,0
1477439524113336523,2
1477439497059656242,2
1477439572170224445,2
1477439524863613550,2
1477439421449199464,1
1477439659632439756,0
1477439491758942743,2
1477439691887130942,2
1477439617176541361,2
1477439662433103823,0
1477439408247153457,1
1477439497009711924,2
1477439443152248046,2
1477439573720479478,2
1477439549766998495,1
1477439555517904036,1
1477439558518304937,1
1477439630778502157,2
1477439571470096929,2
1477439693287461127,2
1477439451803285344,1
1477439698938008778,2
1477439445002356784,2
1477439480807612246,1
1477439657582427322,1
1477439405996844573,0
1477439731992685805,1
1477439571670139701,2
1477439628578188067,2
1477439619826938981,2
1477439571620173578,2
1477439439001500154,1
1477439403496612686,1
1477439490458762213,1
1477439693687550159,1
1477439510911604532,1
1477439698087913052,1
1477439552869042220,2
1477439484908007471,1
1477439500660168592,2
1477439526763888579,2
1477439705038881167,0
1477439584271926825,1
1477439670084013951,1
1477439499210169480,1
1477439539215641004,1
1477439707089183110,2
1477439476006679478,1
1477439573570469399,2
1477439611325832669,1
1477439491308828015,2
1477439592273032268,2
1477439651931424491,2
1477439550367198824,1
1477439722991374764,1
1477439633379058681,2
1477439658732494467,1
1477439506410955664,1
1477439638429545106,1
1477439680735402669,1
1477439654131788026,0
1477439723091378431,1
1477439510811590445,1
1477439447052635775,1
1477439460254531738,2
1477439605374890284,1
1477439659682503060,0
1477439595173424703,1
1477439440551899387,1
1477439506812926553,2
1477439416848353286,1
1477439622777385642,2
1477439532314661909,1
1477439695237774100,2
1477439536865258823,1
1477439624927703379,1
1477439696537778632,2
1477439729092220475,2
1477439681035567887,1
1477439457254067509,1
1477439453903794967,1
1477439461804760746,1
1477439476706804471,1
1477439454803705092,1
1477439542816129467,2
1477439580421377429,1
1477439651231259208,2
1477439574820691966,2
1477439666233450075,1
1477439597273792781,1
1477439422349191714,1
1477439562818943635,1
1477439548366863684,1
1477439574570602737,2
1477439599224127397,1
1477439629278349225,2
1477439715990462848,2
1477439726391941319,1
1477439712739950405,3
1477439676234815154,1
1477439689336758298,1
1477439563819039635,2
1477439693337220602,3
1477439651331462233,2
1477439475806730516,1
1477439595823650212,1
1477439681487257801,1
1477439448652846097,1
1477439543166083847,2
1477439712839917923,3
1477439432850632847,2
1477439503910603000,1
1477439443902183960,2
1477439687186453760,1
1477439702688623345,1
1477439732692922522,1
1477439468555689529,1
1477439474256434026,1
1477439494559341034,2
1477439498409852483,1
1477439709789764625,4
1477439407797089492,1
1477439519612898293,1
1477439577070933183,1
1477439664683350746,1
1477439529864320494,2
1477439681835631686,1
1477439654031771081,1
1477439519812840283,1
1477439559918505011,3
1477439556468048395,2
1477439491158837800,2
1477439716340422232,2
1477439635279100771,1
1477439481357499898,1
1477439601924360163,1
1477439613077180417,2
1477439491108796841,1
1477439582973221348,1
1477439479957609838,1
1477439486658231725,1
1477439694837571739,3
1477439449202881858,0
1477439577921045141,1
1477439408597466111,1
1477439686186294814,1
1477439450903184885,1
1477439645580618023,1
1477439661632903107,0
1477439601174296819,2
1477439682685739833,1
1477439621427176030,1
1477439472256293298,1
1477439453553513840,1
1477439435501181123,2
1477439426099730263,1
1477439429500189958,1
1477439600874366827,2
1477439444502241410,2
1477439716540373445,2
1477439596923751661,1
1477439558268345867,1
1477439561269095201,1
1477439636779329165,1
1477439549717084076,1
1477439608525321328,1
1477439626727954937,1
1477439429400399042,2
1477439541015881752,2
1477439592573150019,2
1477439722491353479,1
1477439580171296739,2
1477439674084560206,2
1477439470655929414,2
1477439602724648253,1
1477439594073412799,1
1477439482807637007,1
1477439646380702090,2
1477439454703755661,1
1477439449352989818,0
1477439626077797807,1
1477439658982410073,1
1477439714040093260,2
1477439507161269990,1
1477439420098914563,1
1477439645430539785,1
1477439568569762093,2
1477439413897961596,1
1477439532414664174,1
1477439727542159616,1
1477439690936869521,2
1477439509761438431,1
1477439533314867707,1
1477439685636163803,1
1477439686286286381,2
1477439485408107443,2
1477439528114013451,2
1477439469355808986,1
1477439565121146630,2
1477439621527190416,1
1477439633428861484,1
1477439697537887405,2
1477439454503737229,1
1477439564669201635,2
1477439728292158662,1
1477439486858335289,1
1477439623827601220,2
1477439586422359396,1
1477439605424824966,1
1477439554517737665,1
1477439430150249643,2
1477439632478695418,2
1477439725541783758,1
1477439527813980643,2
1477439699888131197,2
1477439674684630857,2
1477439543716311081,1
1477439671734194260,1
1477439698337953643,1
1477439430200305593,2
1477439604324797012,1
1477439459654676768,1
1477439480207478127,1
1477439498659914830,2
1477439578971289758,1
1477439486408382477,1
1477439593073152275,2
1477439578671158696,2
1477439694437414203,2
1477439544066419876,1
1477439459854425366,2
1477439660382785349,0
1477439601524477335,1
1477439700638237440,0
1477439685036211149,1
1477439712439904260,4
1477439647080860231,1
1477439628978317356,2
1477439575420705908,2
1477439606325113762,2
1477439687536535735,2
1477439509611549923,1
1477439695337548640,2
1477439556668064253,2
1477439415548267364,1
1477439477207087708,1
1477439631078663365,2
1477439642180040539,1
1477439557568333370,2
1477439585522087131,2
1477439482457592340,1
1477439455653767251,0
1477439551117250710,1
1477439595973682305,1
1477439622877431838,1
1477439672084267953,1
1477439629228250512,2
1477439579871347161,1
1477439610425652523,3
1477439598474028638,1
1477439553817694456,0
1477439514662187720,3
1477439579471458538,2
1477439447603071701,1
1477439522563233624,2
1477439629078333962,2
1477439567619679409,2
1477439676534885179,1
1477439464255205747,2
1477439432451419412,2
1477439559718511112,3
1477439523963479952,2
1477439411747710428,1
1477439464505282183,2
1477439424849550090,1
1477439444602274865,2
1477439644580641871,2
1477439594823456318,2
1477439504810748425,1
1477439522763175387,2
1477439650781332955,1
1477439721791186440,1
1477439459254420961,1
1477439551717347424,1
1477439406397202165,1
1477439408047127008,1
1477439660082682772,2
1477439641680066697,2
1477439622827336955,2
1477439630978528951,2
